Case,Modality,Feature Class,Feature Name,Value
HGG_Patient2,T2,original,SizeZoneNonUniformityNormalized,0.2812629520000994
HGG_Patient2,T2,original,SmallAreaEmphasis,0.5466094223706763
HGG_Patient2,T2,original,SmallAreaHighGrayLevelEmphasis,526.2301989465144
HGG_Patient2,T2,original,SmallAreaLowGrayLevelEmphasis,0.0018062655200677678
HGG_Patient2,T2,original,ZoneEntropy,6.462445241836078
HGG_Patient2,T2,original,ZonePercentage,0.09022051773729627
HGG_Patient2,T2,original,ZoneVariance,4119.917500206103
HGG_Patient2,T2,original,Busyness,0.45904906578801125
HGG_Patient2,T2,original,Coarseness,0.0012468967498429138
HGG_Patient2,T2,original,Complexity,700.643492956705
HGG_Patient2,T2,original,Contrast,0.014093629126484855
HGG_Patient2,T2,original,Strength,1.6184050790170406
HGG_Patient3,Flair,original,Elongation,0.22249758233019226
HGG_Patient3,Flair,original,Flatness,0.1446997015531493
HGG_Patient3,Flair,original,LeastAxisLength,24.885370329541296
HGG_Patient3,Flair,original,MajorAxisLength,171.97941711303883
HGG_Patient3,Flair,original,Maximum2DDiameterColumn,42.190046219457976
HGG_Patient3,Flair,original,Maximum2DDiameterRow,58.855755878248644
HGG_Patient3,Flair,original,Maximum2DDiameterSlice,55.326304774492215
HGG_Patient3,Flair,original,Maximum3DDiameter,131.33544837552427
HGG_Patient3,Flair,original,MeshVolume,15082.208333333334
HGG_Patient3,Flair,original,MinorAxisLength,38.26500451820684
HGG_Patient3,Flair,original,Sphericity,0.17952604922780713
HGG_Patient3,Flair,original,SurfaceArea,16443.715005738264
HGG_Patient3,Flair,original,SurfaceVolumeRatio,1.0902723687615328
HGG_Patient3,Flair,original,VoxelVolume,16412.0
HGG_Patient3,Flair,original,10Percentile,207.0
HGG_Patient3,Flair,original,90Percentile,345.0
HGG_Patient3,Flair,original,Energy,1301228985.0
HGG_Patient3,Flair,original,Entropy,3.300390093968022
HGG_Patient3,Flair,original,InterquartileRange,68.0
HGG_Patient3,Flair,original,Kurtosis,6.1993318841461456
HGG_Patient3,Flair,original,Maximum,604.0
HGG_Patient3,Flair,original,MeanAbsoluteDeviation,46.4668555934385
HGG_Patient3,Flair,original,Mean,273.9616743845966
HGG_Patient3,Flair,original,Median,268.0
HGG_Patient3,Flair,original,Minimum,0.0
HGG_Patient3,Flair,original,Range,604.0
HGG_Patient3,Flair,original,RobustMeanAbsoluteDeviation,28.65058672261013
HGG_Patient3,Flair,original,RootMeanSquared,281.5763079861443
HGG_Patient3,Flair,original,Skewness,0.6271112942640672
HGG_Patient3,Flair,original,TotalEnergy,1301228985.0
HGG_Patient3,Flair,original,Uniformity,0.13310752420801694
HGG_Patient3,Flair,original,Variance,4230.218187496217
HGG_Patient3,Flair,original,Autocorrelation,146.8989397281867
HGG_Patient3,Flair,original,ClusterProminence,3727.119842025066
HGG_Patient3,Flair,original,ClusterShade,101.04570296308778
HGG_Patient3,Flair,original,ClusterTendency,24.753368400813144
HGG_Patient3,Flair,original,Contrast,1.5569821596983573
HGG_Patient3,Flair,original,Correlation,0.8812882704796116
HGG_Patient3,Flair,original,DifferenceAverage,0.7750297660619704
HGG_Patient3,Flair,original,DifferenceEntropy,1.6262402014370207
HGG_Patient3,Flair,original,DifferenceVariance,0.9286363413324548
HGG_Patient3,Flair,original,Id,0.6972262642983356
HGG_Patient3,Flair,original,Idm,0.6783015981599866
HGG_Patient3,Flair,original,Idmn,0.9975653264756902
HGG_Patient3,Flair,original,Idn,0.9712210986853105
HGG_Patient3,Flair,original,Imc1,-0.3669355961952619
HGG_Patient3,Flair,original,Imc2,0.9474394795269964
HGG_Patient3,Flair,original,InverseVariance,0.4358365873032178
HGG_Patient3,Flair,original,JointAverage,11.878419603265886
HGG_Patient3,Flair,original,JointEnergy,0.046249872092836514
HGG_Patient3,Flair,original,JointEntropy,5.322525216097431
HGG_Patient3,Flair,original,MCC,0.9004337130583857
HGG_Patient3,Flair,original,MaximumProbability,0.10759871111939351
HGG_Patient3,Flair,original,SumAverage,23.756839206531765
HGG_Patient3,Flair,original,SumEntropy,4.186381107930666
HGG_Patient3,Flair,original,SumSquares,6.5775876401278754
HGG_Patient3,Flair,original,DependenceEntropy,7.474576700681046
HGG_Patient3,Flair,original,DependenceNonUniformity,921.2026565927371
HGG_Patient3,Flair,original,DependenceNonUniformityNormalized,0.05612982309241634
HGG_Patient3,Flair,original,DependenceVariance,28.614556803784396
HGG_Patient3,Flair,original,GrayLevelNonUniformity,2184.560687301974
HGG_Patient3,Flair,original,GrayLevelVariance,6.854113184333536
HGG_Patient3,Flair,original,HighGrayLevelEmphasis,138.61966853521812
HGG_Patient3,Flair,original,LargeDependenceEmphasis,112.4912259322447
HGG_Patient3,Flair,original,LargeDependenceHighGrayLevelEmphasis,15614.404825737265
HGG_Patient3,Flair,original,LargeDependenceLowGrayLevelEmphasis,0.9646143644389322
HGG_Patient3,Flair,original,LowGrayLevelEmphasis,0.010669978390953865
HGG_Patient3,Flair,original,SmallDependenceEmphasis,0.06353540790469597
HGG_Patient3,Flair,original,SmallDependenceHighGrayLevelEmphasis,7.740678658251944
HGG_Patient3,Flair,original,SmallDependenceLowGrayLevelEmphasis,0.0011515262018832555
HGG_Patient3,Flair,original,GrayLevelNonUniformity,1392.2134031377136
HGG_Patient3,Flair,original,GrayLevelNonUniformityNormalized,0.12346373204840548
HGG_Patient3,Flair,original,GrayLevelVariance,7.9031395376120726
HGG_Patient3,Flair,original,HighGrayLevelRunEmphasis,137.9591747936891
HGG_Patient3,Flair,original,LongRunEmphasis,3.213093615800847
HGG_Patient3,Flair,original,LongRunHighGrayLevelEmphasis,447.66011902512594
HGG_Patient3,Flair,original,LongRunLowGrayLevelEmphasis,0.030927107835161907
HGG_Patient3,Flair,original,LowGrayLevelRunEmphasis,0.011404083212377068
HGG_Patient3,Flair,original,RunEntropy,4.673710256520641
HGG_Patient3,Flair,original,RunLengthNonUniformity,6356.374455777506
HGG_Patient3,Flair,original,RunLengthNonUniformityNormalized,0.5557793225821341
HGG_Patient3,Flair,original,RunPercentage,0.6862145896998444
HGG_Patient3,Flair,original,RunVariance,0.9918183940418956
HGG_Patient3,Flair,original,ShortRunEmphasis,0.7705600753949816
HGG_Patient3,Flair,original,ShortRunHighGrayLevelEmphasis,105.79377300931861
HGG_Patient3,Flair,original,ShortRunLowGrayLevelEmphasis,0.009232298069966591
HGG_Patient3,Flair,original,GrayLevelNonUniformity,97.89299610894942
HGG_Patient3,Flair,original,GrayLevelNonUniformityNormalized,0.09522664991142939
HGG_Patient3,Flair,original,GrayLevelVariance,12.130610418022982
HGG_Patient3,Flair,original,HighGrayLevelZoneEmphasis,113.16439688715953
HGG_Patient3,Flair,original,LargeAreaEmphasis,10931.661478599222
HGG_Patient3,Flair,original,LargeAreaHighGrayLevelEmphasis,1477591.285992218
HGG_Patient3,Flair,original,LargeAreaLowGrayLevelEmphasis,85.5116203372229
HGG_Patient3,Flair,original,LowGrayLevelZoneEmphasis,0.020534099503126253
HGG_Patient3,Flair,original,SizeZoneNonUniformity,252.67509727626458
HGG_Patient3,Flair,original,SizeZoneNonUniformityNormalized,0.24579289618313677
HGG_Patient3,Flair,original,SmallAreaEmphasis,0.5069416626309999
HGG_Patient3,Flair,original,SmallAreaHighGrayLevelEmphasis,56.63246526029621
HGG_Patient3,Flair,original,SmallAreaLowGrayLevelEmphasis,0.011831108677714685
HGG_Patient3,Flair,original,ZoneEntropy,6.462827192126732
HGG_Patient3,Flair,original,ZonePercentage,0.06263709480867657
HGG_Patient3,Flair,original,ZoneVariance,10676.780874805068
HGG_Patient3,Flair,original,Busyness,2.268883841640339
HGG_Patient3,Flair,original,Coarseness,0.001099485128936405
HGG_Patient3,Flair,original,Complexity,136.4853146447059
HGG_Patient3,Flair,original,Contrast,0.011076567877546389
HGG_Patient3,Flair,original,Strength,0.3843759347877122
HGG_Patient3,T1,original,Elongation,0.22249758233019226
HGG_Patient3,T1,original,Flatness,0.1446997015531493
HGG_Patient3,T1,original,LeastAxisLength,24.885370329541296
HGG_Patient3,T1,original,MajorAxisLength,171.97941711303883
HGG_Patient3,T1,original,Maximum2DDiameterColumn,42.190046219457976
HGG_Patient3,T1,original,Maximum2DDiameterRow,58.855755878248644
HGG_Patient3,T1,original,Maximum2DDiameterSlice,55.326304774492215
HGG_Patient3,T1,original,Maximum3DDiameter,131.33544837552427
HGG_Patient3,T1,original,MeshVolume,15082.208333333334
HGG_Patient3,T1,original,MinorAxisLength,38.26500451820684
HGG_Patient3,T1,original,Sphericity,0.17952604922780713
HGG_Patient3,T1,original,SurfaceArea,16443.715005738264
HGG_Patient3,T1,original,SurfaceVolumeRatio,1.0902723687615328
HGG_Patient3,T1,original,VoxelVolume,16412.0
HGG_Patient3,T1,original,10Percentile,246.0
HGG_Patient3,T1,original,90Percentile,428.0
HGG_Patient3,T1,original,Energy,1811877565.0
HGG_Patient3,T1,original,Entropy,3.5751199091917227
HGG_Patient3,T1,original,InterquartileRange,101.0
HGG_Patient3,T1,original,Kurtosis,5.978015469757663
HGG_Patient3,T1,original,Maximum,782.0
HGG_Patient3,T1,original,MeanAbsoluteDeviation,66.28892127075837
HGG_Patient3,T1,original,Mean,319.37125274189617
HGG_Patient3,T1,original,Median,302.0
HGG_Patient3,T1,original,Minimum,1.0
HGG_Patient3,T1,original,Range,781.0
HGG_Patient3,T1,original,RobustMeanAbsoluteDeviation,42.03765847823164
HGG_Patient3,T1,original,RootMeanSquared,332.26429113587625
HGG_Patient3,T1,original,Skewness,0.018971554276586606
HGG_Patient3,T1,original,TotalEnergy,1811877565.0
HGG_Patient3,T1,original,Uniformity,0.11220447709833951
HGG_Patient3,T1,original,Variance,8401.5620860982
HGG_Patient3,T1,original,Autocorrelation,182.08334092795187
HGG_Patient3,T1,original,ClusterProminence,8973.20977093387
HGG_Patient3,T1,original,ClusterShade,1.1633066722271808
HGG_Patient3,T1,original,ClusterTendency,37.09045612618167
HGG_Patient3,T1,original,Contrast,2.7411635680607755
HGG_Patient3,T1,original,Correlation,0.8604240900137458
HGG_Patient3,T1,original,DifferenceAverage,0.6969293585402314
HGG_Patient3,T1,original,DifferenceEntropy,1.5511874182366572
HGG_Patient3,T1,original,DifferenceVariance,2.2374204136899567
HGG_Patient3,T1,original,Id,0.7653698601330865
HGG_Patient3,T1,original,Idm,0.7516343214669395
HGG_Patient3,T1,original,Idmn,0.9975949026570945
HGG_Patient3,T1,original,Idn,0.9803340185679178
HGG_Patient3,T1,original,Imc1,-0.49428984804335313
HGG_Patient3,T1,original,Imc2,0.9802078785283921
HGG_Patient3,T1,original,InverseVariance,0.33226576958388215
HGG_Patient3,T1,original,JointAverage,13.171666098623477
HGG_Patient3,T1,original,JointEnergy,0.06786798896368731
HGG_Patient3,T1,original,JointEntropy,5.047858365019507
HGG_Patient3,T1,original,MCC,0.9531767031624745
HGG_Patient3,T1,original,MaximumProbability,0.17348962835672074
HGG_Patient3,T1,original,SumAverage,26.343332197246944
HGG_Patient3,T1,original,SumEntropy,4.198428384603136
HGG_Patient3,T1,original,SumSquares,9.957904923560612
HGG_Patient3,T1,original,DependenceEntropy,7.816192426722036
HGG_Patient3,T1,original,DependenceNonUniformity,684.4941506214965
HGG_Patient3,T1,original,DependenceNonUniformityNormalized,0.041706930942084844
HGG_Patient3,T1,original,DependenceVariance,54.76156826689589
HGG_Patient3,T1,original,GrayLevelNonUniformity,1841.499878137948
HGG_Patient3,T1,original,GrayLevelVariance,13.468709697979916
HGG_Patient3,T1,original,HighGrayLevelEmphasis,190.26212527418963
HGG_Patient3,T1,original,LargeDependenceEmphasis,185.22105776261273
HGG_Patient3,T1,original,LargeDependenceHighGrayLevelEmphasis,28446.848891055324
HGG_Patient3,T1,original,LargeDependenceLowGrayLevelEmphasis,4.178519052083448
HGG_Patient3,T1,original,LowGrayLevelEmphasis,0.027939711221759308
HGG_Patient3,T1,original,SmallDependenceEmphasis,0.07371196495346452
HGG_Patient3,T1,original,SmallDependenceHighGrayLevelEmphasis,21.43405857804389
HGG_Patient3,T1,original,SmallDependenceLowGrayLevelEmphasis,0.0018185815959144201
HGG_Patient3,T1,original,GrayLevelNonUniformity,847.3647676009277
HGG_Patient3,T1,original,GrayLevelNonUniformityNormalized,0.08593587534321248
HGG_Patient3,T1,original,GrayLevelVariance,17.17262200502872
HGG_Patient3,T1,original,HighGrayLevelRunEmphasis,209.8155787091405
HGG_Patient3,T1,original,LongRunEmphasis,5.007588124227178
HGG_Patient3,T1,original,LongRunHighGrayLevelEmphasis,838.3235634894247
HGG_Patient3,T1,original,LongRunLowGrayLevelEmphasis,0.11489309605290139
HGG_Patient3,T1,original,LowGrayLevelRunEmphasis,0.029683979011015472
HGG_Patient3,T1,original,RunEntropy,5.28779824396266
HGG_Patient3,T1,original,RunLengthNonUniformity,5011.160982612546
HGG_Patient3,T1,original,RunLengthNonUniformityNormalized,0.5035388571144481
HGG_Patient3,T1,original,RunPercentage,0.5991582144397157
HGG_Patient3,T1,original,RunVariance,2.106862010102518
HGG_Patient3,T1,original,ShortRunEmphasis,0.7356915933086915
HGG_Patient3,T1,original,ShortRunHighGrayLevelEmphasis,164.8487322576925
HGG_Patient3,T1,original,ShortRunLowGrayLevelEmphasis,0.021568285363764587
HGG_Patient3,T1,original,GrayLevelNonUniformity,64.88612670408982
HGG_Patient3,T1,original,GrayLevelNonUniformityNormalized,0.05203378244113056
HGG_Patient3,T1,original,GrayLevelVariance,32.46474714937341
HGG_Patient3,T1,original,HighGrayLevelZoneEmphasis,303.327185244587
HGG_Patient3,T1,original,LargeAreaEmphasis,15645.074578989575
HGG_Patient3,T1,original,LargeAreaHighGrayLevelEmphasis,2304028.163592622
HGG_Patient3,T1,original,LargeAreaLowGrayLevelEmphasis,167.8793002139679
HGG_Patient3,T1,original,LowGrayLevelZoneEmphasis,0.02461040251102411
HGG_Patient3,T1,original,SizeZoneNonUniformity,401.214915797915
HGG_Patient3,T1,original,SizeZoneNonUniformityNormalized,0.32174411852278667
HGG_Patient3,T1,original,SmallAreaEmphasis,0.5886187369312934
HGG_Patient3,T1,original,SmallAreaHighGrayLevelEmphasis,192.40416317960242
HGG_Patient3,T1,original,SmallAreaLowGrayLevelEmphasis,0.013979034684161746
HGG_Patient3,T1,original,ZoneEntropy,6.771925803881434
HGG_Patient3,T1,original,ZonePercentage,0.07598098951986351
HGG_Patient3,T1,original,ZoneVariance,15471.857739730125
HGG_Patient3,T1,original,Busyness,1.0982608952951602
HGG_Patient3,T1,original,Coarseness,0.0015154264146451444
HGG_Patient3,T1,original,Complexity,263.9461530806875
HGG_Patient3,T1,original,Contrast,0.015571722912951908
HGG_Patient3,T1,original,Strength,0.7411067113754007
HGG_Patient3,T1CE,original,Elongation,0.22249758233019226
HGG_Patient3,T1CE,original,Flatness,0.1446997015531493
HGG_Patient3,T1CE,original,LeastAxisLength,24.885370329541296
HGG_Patient3,T1CE,original,MajorAxisLength,171.97941711303883
HGG_Patient3,T1CE,original,Maximum2DDiameterColumn,42.190046219457976
HGG_Patient3,T1CE,original,Maximum2DDiameterRow,58.855755878248644
HGG_Patient3,T1CE,original,Maximum2DDiameterSlice,55.326304774492215
HGG_Patient3,T1CE,original,Maximum3DDiameter,131.33544837552427
HGG_Patient3,T1CE,original,MeshVolume,15082.208333333334
HGG_Patient3,T1CE,original,MinorAxisLength,38.26500451820684
HGG_Patient3,T1CE,original,Sphericity,0.17952604922780713
HGG_Patient3,T1CE,original,SurfaceArea,16443.715005738264
HGG_Patient3,T1CE,original,SurfaceVolumeRatio,1.0902723687615328
HGG_Patient3,T1CE,original,VoxelVolume,16412.0
HGG_Patient3,T1CE,original,10Percentile,39.0
HGG_Patient3,T1CE,original,90Percentile,57.0
HGG_Patient3,T1CE,original,Energy,38868046.0
HGG_Patient3,T1CE,original,Entropy,1.024198727728849
HGG_Patient3,T1CE,original,InterquartileRange,9.0
HGG_Patient3,T1CE,original,Kurtosis,8.016945095832778
HGG_Patient3,T1CE,original,Maximum,143.0
HGG_Patient3,T1CE,original,MeanAbsoluteDeviation,6.02068808072703
HGG_Patient3,T1CE,original,Mean,48.00158420667804
HGG_Patient3,T1CE,original,Median,47.0
HGG_Patient3,T1CE,original,Minimum,0.0
HGG_Patient3,T1CE,original,Range,143.0
HGG_Patient3,T1CE,original,RobustMeanAbsoluteDeviation,4.138502028818922
HGG_Patient3,T1CE,original,RootMeanSquared,48.664873619948175
HGG_Patient3,T1CE,original,Skewness,1.0500786258697299
HGG_Patient3,T1CE,original,TotalEnergy,38868046.0
HGG_Patient3,T1CE,original,Uniformity,0.5203457799346571
HGG_Patient3,T1CE,original,Variance,64.11783809472496
HGG_Patient3,T1CE,original,Autocorrelation,5.312872169691209
HGG_Patient3,T1CE,original,ClusterProminence,1.1196469688771171
HGG_Patient3,T1CE,original,ClusterShade,0.49753425423577374
HGG_Patient3,T1CE,original,ClusterTendency,0.6184601803240466
HGG_Patient3,T1CE,original,Contrast,0.22331907042419544
HGG_Patient3,T1CE,original,Correlation,0.4677303790711744
HGG_Patient3,T1CE,original,DifferenceAverage,0.22198733258965359
HGG_Patient3,T1CE,original,DifferenceEntropy,0.7663527622838209
HGG_Patient3,T1CE,original,DifferenceVariance,0.17345380774829836
HGG_Patient3,T1CE,original,Id,0.8892227959067379
HGG_Patient3,T1CE,original,Idm,0.8891395074886274
HGG_Patient3,T1CE,original,Idmn,0.9939701641552088
HGG_Patient3,T1CE,original,Idn,0.9683110433245143
HGG_Patient3,T1CE,original,Imc1,-0.1752473018457706
HGG_Patient3,T1CE,original,Imc2,0.5100233525975935
HGG_Patient3,T1CE,original,InverseVariance,0.2208739507462467
HGG_Patient3,T1CE,original,JointAverage,2.2834149233218985
HGG_Patient3,T1CE,original,JointEnergy,0.4240146739628892
HGG_Patient3,T1CE,original,JointEntropy,1.6174544807636129
HGG_Patient3,T1CE,original,MCC,0.6349126871298026
HGG_Patient3,T1CE,original,MaximumProbability,0.6095600657990148
HGG_Patient3,T1CE,original,SumAverage,4.566829846643798
HGG_Patient3,T1CE,original,SumEntropy,1.389825898820117
HGG_Patient3,T1CE,original,SumSquares,0.21044481268706056
HGG_Patient3,T1CE,original,DependenceEntropy,5.295045910736892
HGG_Patient3,T1CE,original,DependenceNonUniformity,800.4317572507921
HGG_Patient3,T1CE,original,DependenceNonUniformityNormalized,0.04877112827509091
HGG_Patient3,T1CE,original,DependenceVariance,66.16961763115496
HGG_Patient3,T1CE,original,GrayLevelNonUniformity,8539.914940287594
HGG_Patient3,T1CE,original,GrayLevelVariance,0.25641036569367304
HGG_Patient3,T1CE,original,HighGrayLevelEmphasis,5.97355593468194
HGG_Patient3,T1CE,original,LargeDependenceEmphasis,289.51291737752865
HGG_Patient3,T1CE,original,LargeDependenceHighGrayLevelEmphasis,1361.158420667804
HGG_Patient3,T1CE,original,LargeDependenceLowGrayLevelEmphasis,66.75379070531048
HGG_Patient3,T1CE,original,LowGrayLevelEmphasis,0.1969439197606088
HGG_Patient3,T1CE,original,SmallDependenceEmphasis,0.02820173394101551
HGG_Patient3,T1CE,original,SmallDependenceHighGrayLevelEmphasis,0.22369363803372838
HGG_Patient3,T1CE,original,SmallDependenceLowGrayLevelEmphasis,0.0046007242890014075
HGG_Patient3,T1CE,original,GrayLevelNonUniformity,3768.097044698185
HGG_Patient3,T1CE,original,GrayLevelNonUniformityNormalized,0.4956005783029908
HGG_Patient3,T1CE,original,GrayLevelVariance,0.2779182703358308
HGG_Patient3,T1CE,original,HighGrayLevelRunEmphasis,6.9937420712105745
HGG_Patient3,T1CE,original,LongRunEmphasis,10.967947726880276
HGG_Patient3,T1CE,original,LongRunHighGrayLevelEmphasis,52.64433441093086
HGG_Patient3,T1CE,original,LongRunLowGrayLevelEmphasis,2.5027984918740773
HGG_Patient3,T1CE,original,LowGrayLevelRunEmphasis,0.17042009821896378
HGG_Patient3,T1CE,original,RunEntropy,2.968227175124444
HGG_Patient3,T1CE,original,RunLengthNonUniformity,3173.69283298153
HGG_Patient3,T1CE,original,RunLengthNonUniformityNormalized,0.41240510444152767
HGG_Patient3,T1CE,original,RunPercentage,0.4636663604492023
HGG_Patient3,T1CE,original,RunVariance,6.139262830559683
HGG_Patient3,T1CE,original,ShortRunEmphasis,0.6656432288243516
HGG_Patient3,T1CE,original,ShortRunHighGrayLevelEmphasis,5.000563404128217
HGG_Patient3,T1CE,original,ShortRunLowGrayLevelEmphasis,0.10486427257590249
HGG_Patient3,T1CE,original,GrayLevelNonUniformity,127.8036809815951
HGG_Patient3,T1CE,original,GrayLevelNonUniformityNormalized,0.3920358312318868
HGG_Patient3,T1CE,original,GrayLevelVariance,0.5468779404569235
HGG_Patient3,T1CE,original,HighGrayLevelZoneEmphasis,8.202453987730062
HGG_Patient3,T1CE,original,LargeAreaEmphasis,204224.84662576686
HGG_Patient3,T1CE,original,LargeAreaHighGrayLevelEmphasis,1038849.5214723926
HGG_Patient3,T1CE,original,LargeAreaLowGrayLevelEmphasis,44891.41033657123
HGG_Patient3,T1CE,original,LowGrayLevelZoneEmphasis,0.1734517723244717
HGG_Patient3,T1CE,original,SizeZoneNonUniformity,90.75460122699387
HGG_Patient3,T1CE,original,SizeZoneNonUniformityNormalized,0.2783883473220671
HGG_Patient3,T1CE,original,SmallAreaEmphasis,0.5406497219935126
HGG_Patient3,T1CE,original,SmallAreaHighGrayLevelEmphasis,4.553473196531933
HGG_Patient3,T1CE,original,SmallAreaLowGrayLevelEmphasis,0.09379003367997589
HGG_Patient3,T1CE,original,ZoneEntropy,4.131594561708818
HGG_Patient3,T1CE,original,ZonePercentage,0.019863514501584207
HGG_Patient3,T1CE,original,ZoneVariance,201690.37276525275
HGG_Patient3,T1CE,original,Busyness,101.7794601426312
HGG_Patient3,T1CE,original,Coarseness,0.0005137333046742451
HGG_Patient3,T1CE,original,Complexity,4.642619470526609
HGG_Patient3,T1CE,original,Contrast,0.004270025825351876
HGG_Patient3,T1CE,original,Strength,0.012887420441251156
HGG_Patient3,T2,original,Elongation,0.22249758233019226
HGG_Patient3,T2,original,Flatness,0.1446997015531493
HGG_Patient3,T2,original,LeastAxisLength,24.885370329541296
HGG_Patient3,T2,original,MajorAxisLength,171.97941711303883
HGG_Patient3,T2,original,Maximum2DDiameterColumn,42.190046219457976
HGG_Patient3,T2,original,Maximum2DDiameterRow,58.855755878248644
HGG_Patient3,T2,original,Maximum2DDiameterSlice,55.326304774492215
HGG_Patient3,T2,original,Maximum3DDiameter,131.33544837552427
HGG_Patient3,T2,original,MeshVolume,15082.208333333334
HGG_Patient3,T2,original,MinorAxisLength,38.26500451820684
HGG_Patient3,T2,original,Sphericity,0.17952604922780713
HGG_Patient3,T2,original,SurfaceArea,16443.715005738264
HGG_Patient3,T2,original,SurfaceVolumeRatio,1.0902723687615328
HGG_Patient3,T2,original,VoxelVolume,16412.0
HGG_Patient3,T2,original,10Percentile,556.0
HGG_Patient3,T2,original,90Percentile,961.0
HGG_Patient3,T2,original,Energy,9953611172.0
HGG_Patient3,T2,original,Entropy,4.637350436598383
HGG_Patient3,T2,original,InterquartileRange,200.0
HGG_Patient3,T2,original,Kurtosis,3.0179587621036204
HGG_Patient3,T2,original,Maximum,1328.0
HGG_Patient3,T2,original,MeanAbsoluteDeviation,121.25761605155189
HGG_Patient3,T2,original,Mean,763.6780404582013
HGG_Patient3,T2,original,Median,770.0
HGG_Patient3,T2,original,Minimum,0.0
HGG_Patient3,T2,original,Range,1328.0
HGG_Patient3,T2,original,RobustMeanAbsoluteDeviation,84.40002658013034
HGG_Patient3,T2,original,RootMeanSquared,778.7706606544532
HGG_Patient3,T2,original,Skewness,-0.24794385114839881
HGG_Patient3,T2,original,TotalEnergy,9953611172.0
HGG_Patient3,T2,original,Uniformity,0.04656185510456464
HGG_Patient3,T2,original,Variance,23279.592418095363
HGG_Patient3,T2,original,Autocorrelation,1072.1500688999072
HGG_Patient3,T2,original,ClusterProminence,45750.41858744354
HGG_Patient3,T2,original,ClusterShade,-400.117672551068
HGG_Patient3,T2,original,ClusterTendency,121.78252225880621
HGG_Patient3,T2,original,Contrast,9.180705493034871
HGG_Patient3,T2,original,Correlation,0.8588703541216736
HGG_Patient3,T2,original,DifferenceAverage,2.123104002581925
HGG_Patient3,T2,original,DifferenceEntropy,2.7076292212284487
HGG_Patient3,T2,original,DifferenceVariance,4.503965005023229
HGG_Patient3,T2,original,Id,0.4706356950362548
HGG_Patient3,T2,original,Idm,0.4039812183432224
HGG_Patient3,T2,original,Idmn,0.9969092596662652
HGG_Patient3,T2,original,Idn,0.9635048935816395
HGG_Patient3,T2,original,Imc1,-0.24858164032042643
HGG_Patient3,T2,original,Imc2,0.9379411312277948
HGG_Patient3,T2,original,InverseVariance,0.3760868620832592
HGG_Patient3,T2,original,JointAverage,32.31046920472438
HGG_Patient3,T2,original,JointEnergy,0.006278233953985194
HGG_Patient3,T2,original,JointEntropy,7.949122156742887
HGG_Patient3,T2,original,MCC,0.9025681656995156
HGG_Patient3,T2,original,MaximumProbability,0.017569478214269095
HGG_Patient3,T2,original,SumAverage,64.62093840944875
HGG_Patient3,T2,original,SumEntropy,5.480884131632611
HGG_Patient3,T2,original,SumSquares,32.740806937960265
HGG_Patient3,T2,original,DependenceEntropy,7.841920157899163
HGG_Patient3,T2,original,DependenceNonUniformity,1943.8251279551548
HGG_Patient3,T2,original,DependenceNonUniformityNormalized,0.11843925956343863
HGG_Patient3,T2,original,DependenceVariance,8.860826705271267
HGG_Patient3,T2,original,GrayLevelNonUniformity,764.173165976115
HGG_Patient3,T2,original,GrayLevelVariance,37.31498092708895
HGG_Patient3,T2,original,HighGrayLevelEmphasis,1002.4976846210091
HGG_Patient3,T2,original,LargeDependenceEmphasis,28.987082622471362
HGG_Patient3,T2,original,LargeDependenceHighGrayLevelEmphasis,31673.63953204972
HGG_Patient3,T2,original,LargeDependenceLowGrayLevelEmphasis,0.029800769711813287
HGG_Patient3,T2,original,LowGrayLevelEmphasis,0.0012875448885917584
HGG_Patient3,T2,original,SmallDependenceEmphasis,0.19759453430292065
HGG_Patient3,T2,original,SmallDependenceHighGrayLevelEmphasis,173.23133759512504
HGG_Patient3,T2,original,SmallDependenceLowGrayLevelEmphasis,0.00036909873537047377
HGG_Patient3,T2,original,GrayLevelNonUniformity,650.3306762162841
HGG_Patient3,T2,original,GrayLevelNonUniformityNormalized,0.04575680800945013
HGG_Patient3,T2,original,GrayLevelVariance,38.20340731110255
HGG_Patient3,T2,original,HighGrayLevelRunEmphasis,990.7409739255852
HGG_Patient3,T2,original,LongRunEmphasis,1.5585160232277402
HGG_Patient3,T2,original,LongRunHighGrayLevelEmphasis,1593.4408575707782
HGG_Patient3,T2,original,LongRunLowGrayLevelEmphasis,0.0019110329020161113
HGG_Patient3,T2,original,LowGrayLevelRunEmphasis,0.0013232267369704099
HGG_Patient3,T2,original,RunEntropy,5.288845889888552
HGG_Patient3,T2,original,RunLengthNonUniformity,11072.83578268824
HGG_Patient3,T2,original,RunLengthNonUniformityNormalized,0.7768433229367775
HGG_Patient3,T2,original,RunPercentage,0.8659142466112976
HGG_Patient3,T2,original,RunVariance,0.21602981609707805
HGG_Patient3,T2,original,ShortRunEmphasis,0.9022068841153555
HGG_Patient3,T2,original,ShortRunHighGrayLevelEmphasis,885.7319403803817
HGG_Patient3,T2,original,ShortRunLowGrayLevelEmphasis,0.0012184778143378228
HGG_Patient3,T2,original,GrayLevelNonUniformity,159.0005518763797
HGG_Patient3,T2,original,GrayLevelNonUniformityNormalized,0.04387432446919969
HGG_Patient3,T2,original,GrayLevelVariance,42.32658282226901
HGG_Patient3,T2,original,HighGrayLevelZoneEmphasis,849.1906732891832
HGG_Patient3,T2,original,LargeAreaEmphasis,386.43653421633553
